name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
Allegheny College,"520, North Main Street, Meadville, PA, 16335",Education & Civic,Higher Education,Community College,,41.6481003,-80.1447283,59,130,246,1150604205,way,,college,,,https://allegheny.edu/,,openstreetmap
Barber National Institute,"100, Barber Place, Erie, PA, 16507",Education & Civic,Higher Education,Community College,,42.141035,-80.0668673,59,130,246,829728923,way,,college,,,,,openstreetmap
Erie County Community College,"2403, West 8th Street, Erie, PA, 16505",Education & Civic,Higher Education,Community College,,42.107047,-80.1374036,59,130,246,1138414771,way,,college,,,,,openstreetmap
Gannon University,"109, University Square, Erie, PA, 16541",Education & Civic,Higher Education,University/College,,42.1281052,-80.0867293,59,130,246,10003127082,node,,university,,,,,openstreetmap
LECOM Bayfront,"1, Lecom Place, Erie, PA, 16505",Education & Civic,Higher Education,University/College,,42.1244265,-80.1151225,59,130,246,807863366,way,,university,,,,,openstreetmap
LECOM Education Center,"2951, West 38th Street, Erie, PA, 16506",Education & Civic,Higher Education,University/College,,42.0767237,-80.1313085,59,130,246,1115996262,way,,university,,,,,openstreetmap
LECOM Erie,"2000, West Grandview Boulevard, Erie, PA, 16509",Education & Civic,Higher Education,University/College,,42.0810805,-80.1077016,59,130,246,824684770,way,,university,,,,,openstreetmap
Laurel Technical Institute,"11618, Cotton Road, Meadville, PA, 16335",Education & Civic,Higher Education,Community College,,41.6259564,-80.2225211,59,130,246,640904751,way,,college,,,https://www.laurel.edu/,+1-814-724-0700,openstreetmap
Mercyhurst University,"501, East 38th Street, Erie, PA, 16546",Education & Civic,Higher Education,University/College,,42.1041268,-80.0524637,59,130,246,856437792,way,,university,,,,,openstreetmap
Penn State Behrend,"4701, College Road, Erie, PA, 16563",Education & Civic,Higher Education,University/College,,42.1179721,-79.9811303,59,130,246,815570148,way,,university,,,https://behrend.psu.edu/,,openstreetmap
PennWest Edinboro,"219, Meadville Street, Edinboro, PA, 16444",Education & Civic,Higher Education,University/College,,41.8727289,-80.1205146,59,130,246,544926414,way,,university,,,https://www.edinboro.edu/,+1 814-732-2000,openstreetmap
Albion Area Public Library,"111, East Pearl Street, Albion, PA, 16401",Education & Civic,Library,Public Library,,41.8919606,-80.3612068,59,130,246,1062485622,way,,library,,,http://albionarealibrary.org/,,openstreetmap
Alexander Findley Community Library,"2883, North Road, Findley Lake, NY, 14736",Education & Civic,Library,Public Library,,42.1236714,-79.7318509,59,130,246,543620462,node,,library,,,,,openstreetmap
Baron-Forness Library,"200, Tartan Road, Edinboro, PA, 16444",Education & Civic,Library,Public Library,,41.8706636,-80.1212652,59,130,246,544926361,way,,library,,,,+1 814-732-2779,openstreetmap
Cambridge Springs Public Library,"158, McClellan Street, Cambridge Springs, PA, 16403-1018",Education & Civic,Library,Public Library,,41.8062371,-80.0544566,59,130,246,1089130203,way,,library,,Su off; Mo 12:00-20:00; Tu 10:00-20:00; We 12:00-17:00; Th 10:00-20:00; Fr 12:00-17:00; Sa 10:00-17:00,https://ccfls.org/,,openstreetmap
Edinboro Branch Library,"413, West Plum Street, Edinboro, PA, 16412",Education & Civic,Library,Public Library,,41.8788166,-80.1418047,59,130,246,7703423183,node,,library,,,,,openstreetmap
Erie County Public Library,"4212, Iroquois Avenue, Erie, PA, 16511",Education & Civic,Library,Public Library,,42.152774,-80.0130455,59,130,246,7884599344,node,,library,,,,,openstreetmap
Hammermill Library,"501, East 38th Street, Erie, 16546",Education & Civic,Library,Public Library,,42.105694,-80.0534099,59,130,246,7985655948,node,,library,,,,,openstreetmap
Hope Childrens Library,"4026, Garden Avenue, Erie, PA, 16508",Education & Civic,Library,Public Library,,42.0836395,-80.1106019,59,130,246,9817364843,node,,library,,,,,openstreetmap
John M. Lilley Library,"4951, College Drive, Erie, PA, 16563",Education & Civic,Library,Public Library,,42.1202661,-79.9816398,59,130,246,8085723898,node,,library,,,,,openstreetmap
Lincoln Community Center Library,"1255, Manchester Road, Erie, PA, 16505",Education & Civic,Library,Public Library,,42.0684098,-80.2226328,59,130,246,8308911662,node,,library,,,,,openstreetmap
McCord Memorial Library,"32, West Main Street, North East, PA, 16428",Education & Civic,Library,Public Library,,42.2158312,-79.8360955,59,130,246,8185014959,node,,library,,,,,openstreetmap
Meadville Public Library,"848, North Main Street, Meadville, PA, 16335",Education & Civic,Library,Public Library,,41.639752,-80.1499412,59,130,246,1082787675,way,,library,,,,,openstreetmap
Millcreek Branch Library,"2088, Interchange Road, Erie, PA, 16565",Education & Civic,Library,Public Library,,42.0695592,-80.1041814,59,130,246,7624289416,node,,library,,,,,openstreetmap
Nash Library,"619, Sassafras Street, Erie, PA, 16541",Education & Civic,Library,Public Library,,42.1276781,-80.0882826,59,130,246,825441237,way,,library,,,,,openstreetmap
Pelletier Library,PA,Education & Civic,Library,Public Library,,41.6473238,-80.1458346,59,130,246,238609309,way,,library,,,,,openstreetmap
Raymond M. Blasco Memorial Library,"160, East Front Street, Erie, PA, 16507",Education & Civic,Library,Public Library,,42.1367665,-80.0863573,59,130,246,7570389415,node,,library,,Mo-Th 09:00-20:30; Fr-Sa 09:00-17:00; Su 13:00-17:00,,+1-814-451-6900,openstreetmap
Rice Avenue Community Public Library,"705, Rice Avenue, Girard, PA, 16417",Education & Civic,Library,Public Library,,42.007064,-80.3245704,59,130,246,8319645171,node,,library,,,,,openstreetmap
Ripley Public Library,"64, West Main Street, Ripley, NY, 14775",Education & Civic,Library,Public Library,,42.2657918,-79.7125432,59,130,246,543620487,node,,library,,,https://www.ripleylibrary.org/,,openstreetmap
Saegertown Library,"325, Broad Street, Saegertown, PA, 16433",Education & Civic,Library,Public Library,,41.7203031,-80.1478211,59,130,246,368960575,way,,library,,Mo-Th 12:00-19:00; Fr 09:00-13:00; Sa 09:00-16:00,,+1 814 763 5203,openstreetmap
Union City Library,,Education & Civic,Library,Public Library,,41.8967592,-79.846764,59,130,246,1151952507,way,,library,,,,,openstreetmap
Waterford Public Library,"30, South Park Row, Waterford, PA, 16441",Education & Civic,Library,Public Library,,41.9425616,-79.9830154,59,130,246,8075153314,node,,library,,,,,openstreetmap
Accelerated Learning Academy,"816, North Park Avenue, Erie, PA, 16502",Education & Civic,School,K-12 School,,42.1236715,-80.1034311,59,130,246,9934074329,node,,school,,,,,openstreetmap
Allegheny College,,Education & Civic,School,K-12 School,,41.6492228,-80.1478379,59,130,246,357275220,node,,school,,,,,openstreetmap
Ananda Montessori,"17, East Main Street, North East, PA, 16428",Education & Civic,School,K-12 School,,42.2159186,-79.833829,59,130,246,8078188880,node,,school,,,,,openstreetmap
Asbury Elementary School,"5875, Sterrettania Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,,42.044531,-80.1693946,59,130,246,815586277,way,,school,,,,,openstreetmap
Aubury School,,Education & Civic,School,K-12 School,,41.9894995,-80.0650543,59,130,246,357331129,node,,school,,,,,openstreetmap
Audrey Hirt Academic Center,"501, East 38th Street, Erie, PA, 16546",Education & Civic,School,K-12 School,,42.1047914,-80.0514571,59,130,246,7985681783,node,,school,,,,,openstreetmap
Beech School,,Education & Civic,School,K-12 School,,41.7186673,-80.0736678,59,130,246,357341134,node,,school,,,,,openstreetmap
Belle Valley Elementary School,"5300, Henderson Road, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0982705,-80.0264634,59,130,246,819946882,way,,school,,,,,openstreetmap
Bentley School,,Education & Civic,School,K-12 School,,41.8708895,-79.7833851,59,130,246,357346251,node,,school,,,,,openstreetmap
Berrie School,,Education & Civic,School,K-12 School,,41.5428316,-80.1375608,59,130,246,357341241,node,,school,,,,,openstreetmap
Bethel Christian School,"1781, West 38th Street, Erie, PA, 16508",Education & Civic,School,K-12 School,,42.0871414,-80.1058268,59,130,246,812892139,way,,school,,,,,openstreetmap
Big Road School,,Education & Civic,School,K-12 School,,41.7042216,-80.3306191,59,130,246,357346310,node,,school,,,,,openstreetmap
Birchard School,,Education & Civic,School,K-12 School,,41.7758898,-80.0706114,59,130,246,357346450,node,,school,,,,,openstreetmap
Blessed Sacrament School,"2510, Greengarden Boulevard, Erie, PA, 16502",Education & Civic,School,K-12 School,,42.0997762,-80.1100074,59,130,246,870864971,way,,school,,,,,openstreetmap
Brick Schoolhouse,,Education & Civic,School,K-12 School,,41.5042201,-80.4470133,59,130,246,357347300,node,,school,,,,,openstreetmap
Brier Hill School,,Education & Civic,School,K-12 School,,41.6448475,-79.859045,59,130,246,847354096,way,,school,,,,,openstreetmap
Broadford School,,Education & Civic,School,K-12 School,,41.7467229,-80.1364465,59,130,246,357346377,node,,school,,,,,openstreetmap
Brookhouser Elementary School,,Education & Civic,School,K-12 School,,41.7239446,-80.1661697,59,130,246,357365608,node,,school,,,,,openstreetmap
Brown School,,Education & Civic,School,K-12 School,,41.5692209,-80.0072802,59,130,246,357341416,node,,school,,,,,openstreetmap
Byham School,,Education & Civic,School,K-12 School,,41.5911655,-80.1136707,59,130,246,357341424,node,,school,,,,,openstreetmap
Cambridge Springs Elementary School,,Education & Civic,School,K-12 School,,41.7989596,-80.0652897,59,130,246,357362550,node,,school,,,,,openstreetmap
Cambridge Springs High School,,Education & Civic,School,K-12 School,,41.7984079,-80.0662222,59,130,246,512413686,way,,school,,,,,openstreetmap
Cambridge Springs Junior Senior High School,,Education & Civic,School,K-12 School,,41.7997238,-80.0667089,59,130,246,357362555,node,,school,,,,,openstreetmap
Cambridge Springs Junior/Senior High School,"641, Venango Avenue, Cambridge Springs, PA, 16403",Education & Civic,School,K-12 School,,41.7980999,-80.0671722,59,130,246,878682650,way,,school,,,,,openstreetmap
Carmelite Monastery,"510, East Gore Road, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0966495,-80.0497766,59,130,246,849535382,way,,school,,,,,openstreetmap
Cathedral Preparatory School,"225, West 9th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,,42.1242243,-80.0879232,59,130,246,894364688,way,,school,,,,,openstreetmap
Center School,,Education & Civic,School,K-12 School,,41.5742208,-80.1547828,59,130,246,357341274,node,,school,,,,,openstreetmap
Center for Academic Engagement (CAE),"501, East 38th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,,42.1062714,-80.0532382,59,130,246,7985453325,node,,school,,,,,openstreetmap
Cherrytree School,,Education & Civic,School,K-12 School,,41.5723045,-79.7071791,59,130,246,357280733,node,,school,,,,,openstreetmap
Cherrytree School Grounds,,Education & Civic,School,K-12 School,,41.5724694,-79.7072884,59,130,246,1234579709,way,,school,,,,,openstreetmap
Chestnut Hill Elementary School,"1001, West 54th Street, Erie, PA, 16509",Education & Civic,School,K-12 School,,42.0779345,-80.0774919,59,130,246,806573108,way,,school,,,https://ch.mtsd.org/,,openstreetmap
Child Development Centers,"3808, Caughey Road, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0720707,-80.1465604,59,130,246,7626141138,node,,school,,,,,openstreetmap
Christ United Methodist Preschool,"2615, West 32nd Street, Erie, PA, 16506",Education & Civic,School,K-12 School,,42.0848029,-80.1284239,59,130,246,821866599,way,,school,,,,,openstreetmap
Clark Elementary School,"3650, Depot Road, Erie, PA, 16510",Education & Civic,School,K-12 School,,42.1481914,-79.9408947,59,130,246,827955838,way,,school,,,,,openstreetmap
Clausen School,,Education & Civic,School,K-12 School,,41.803389,-80.2031146,59,130,246,357346416,node,,school,,,,,openstreetmap
